,device_id,latitude,longitude,city,state
2829160,5.362151223715833e+18,26.382078,73.06118,Jodhpur,Rajasthan
2829173,-1.5821612907454246e+18,27.08732,74.785912,Makrana,Rajasthan
2829178,-6.277078958056265e+18,26.947901,76.364304,Daosa,Rajasthan
2829194,2.916213203476019e+18,26.041241,76.366989,SawaiMadhopur,Rajasthan
2829197,-3.131649925922866e+18,24.980202,74.727745,Chittaurgarh,Rajasthan
2829205,9.036919769512448e+18,27.420143,74.659706,Didwana,Rajasthan
2829209,5.340706211078475e+18,29.97983,73.944427,Ganganagar,Rajasthan
2829218,-2.3133111764515046e+18,26.580664,77.104134,Karauli,Rajasthan
2829220,9.333478514153463e+17,27.165733,74.926918,Kuchaman,Rajasthan
2829230,1.062289706912191e+18,26.518236,77.068893,Karauli,Rajasthan
2829237,2.5428301206926853e+18,29.366037,73.989113,Suratgarh,Rajasthan
2829239,-3.8931090043242e+18,26.742447,77.952278,Dhaulpur,Rajasthan
2829242,4.63725614531636e+18,25.427237,72.657867,Jalor,Rajasthan
2829245,-2.1970367843917642e+18,27.682758,73.470253,Nokha,Rajasthan
2829252,-8.116429343556809e+18,26.483528,74.725403,Ajmer,Rajasthan
2829265,-4.0274874047960627e+18,26.758051,77.916664,Dhaulpur,Rajasthan
2829273,1.6662679324136579e+18,27.632338,76.616447,Alwar,Rajasthan
2829274,7.78454556559248e+18,25.527962,75.679939,Bundi,Rajasthan
2829290,-1.795704270733906e+18,27.724098,74.501419,Sujangarh,Rajasthan
2829297,6.776124808128884e+16,27.576347,76.642838,Alwar,Rajasthan
2829307,2.2919951041759058e+18,26.968349,76.425758,Daosa,Rajasthan
2829309,-2.67746444446107e+18,25.25762,75.871979,Kota,Rajasthan
2829310,5.291031877710009e+18,24.603338,73.744255,Udaipur,Rajasthan
2829314,8.699651392733476e+18,26.194515,75.816895,Tonk,Rajasthan
2829321,-5.777602418817739e+18,27.089193,74.775482,Makrana,Rajasthan
2829338,-4.248462161110967e+18,25.080126,73.945915,Rajsamand,Rajasthan
2829341,-7.840156939148795e+18,28.329466,75.010162,Churu,Rajasthan
2829345,-8.271127069833698e+18,27.293365,73.752136,Nagaur,Rajasthan
2829351,8.913769491723179e+18,25.441597,72.690285,Jalor,Rajasthan
2829378,-4.901736426476005e+18,27.425165,74.667389,Didwana,Rajasthan
2829384,5.838483526065662e+18,26.947863,76.422241,Daosa,Rajasthan
2829393,2.0432890792413025e+18,25.110228,73.941437,Rajsamand,Rajasthan
2829394,5.942096138984499e+17,25.808359,73.331039,Pali,Rajasthan
2829404,4.0503084526736634e+17,27.729677,74.541885,Sujangarh,Rajasthan
2829405,-2.413945670113515e+18,23.600161,74.489044,Banswara,Rajasthan
2829434,2.1028286671213558e+18,26.112761,76.371178,SawaiMadhopur,Rajasthan
2829438,1.2308294795056294e+18,24.630217,74.694191,Nimbahera,Rajasthan
2829441,5.250440138539832e+18,27.273575,73.79277,Nagaur,Rajasthan
2829445,5.012011039925464e+18,30.000938,73.918381,Ganganagar,Rajasthan
2829447,3.002991391594158e+18,25.144573,76.556168,Baran,Rajasthan
2829450,5.480596875400361e+18,27.629374,76.635033,Alwar,Rajasthan
2829462,5.153008013068796e+18,27.008762,70.961777,Jaisalmer,Rajasthan
2829478,1.0150710748480872e+18,23.603745,74.517265,Banswara,Rajasthan
2829489,4.570819892525412e+18,27.863789,75.294975,Nawalgarh,Rajasthan
2829496,-2.2524869698350364e+18,24.659883,73.776543,Udaipur,Rajasthan
2829498,-2.7409382613912837e+18,24.655674,73.789101,Udaipur,Rajasthan
2829502,-1.4828527013767908e+18,28.092869,73.382812,Bikaner,Rajasthan
2829503,7.821243700063527e+18,29.70496,74.388573,Hanumangarh,Rajasthan
2829516,3.9944982682764774e+18,28.470343,74.551834,Sardarshahr,Rajasthan
2829523,2.648371269710738e+18,25.861223,73.392311,Pali,Rajasthan
2829536,-8.35194435035848e+17,25.83614,71.40416,Barmer,Rajasthan
2829537,-4.4309051090034596e+18,28.373306,74.994843,Churu,Rajasthan
2829550,5.157211643145124e+18,27.135536,74.792366,Makrana,Rajasthan
2829559,8.441999577059832e+18,25.376459,74.702736,Bhilwara,Rajasthan
2829569,-2.0947854429790436e+18,27.204264,74.914185,Kuchaman,Rajasthan
2829575,2.7846889108243917e+18,25.8256,73.344658,Pali,Rajasthan
2829589,-6.420834740186348e+18,27.291267,73.788887,Nagaur,Rajasthan
2829599,-1.7211494970494874e+18,26.38788,73.095253,Jodhpur,Rajasthan
2829612,2.0851478798439043e+17,24.621988,76.163277,Jhalawar,Rajasthan
2829620,7.324027991671154e+18,25.477654,75.698341,Bundi,Rajasthan
2829628,-6.557528048331726e+18,27.309893,73.775452,Nagaur,Rajasthan
2829630,5.939903773710219e+18,25.120884,76.57476,Baran,Rajasthan
2829634,3.4175891212918543e+18,26.790592,77.033897,Hindaun,Rajasthan
2829644,6.146756872023866e+18,27.006754,70.986916,Jaisalmer,Rajasthan
2829652,-2.7025654265507604e+18,27.326366,77.50396,Bharatpur,Rajasthan
2829656,-4.709695426794248e+18,25.466114,75.692406,Bundi,Rajasthan
2829663,8.387122749439949e+18,25.161852,76.528107,Baran,Rajasthan
2829666,-2.4775594524124856e+18,26.896639,76.411789,Daosa,Rajasthan
2829673,-7.854053828506471e+18,25.21578,75.873116,Kota,Rajasthan
2829676,-1.9524307531495293e+18,27.254126,77.58535,Bharatpur,Rajasthan
2829679,-1.4511206533474378e+18,27.764879,74.485741,Sujangarh,Rajasthan
2829688,-4.44201846156751e+18,29.961401,73.909576,Ganganagar,Rajasthan
2829696,8.120919024667828e+18,25.862038,72.29612,Balotra,Rajasthan
2829701,-8.879105742965447e+18,26.747122,77.614067,Bari,Rajasthan
2829706,-4.2887538567524204e+18,25.136892,73.936981,Rajsamand,Rajasthan
2829710,-1.5681994335655355e+18,27.180809,75.75972,Chomun,Rajasthan
2829714,-2.0543582090786924e+18,24.658209,76.238983,Jhalawar,Rajasthan
2829717,-7.104977312234222e+18,28.204641,75.420532,Jhunjhunun,Rajasthan
2829722,-9.032777937709951e+18,25.181887,76.520988,Baran,Rajasthan
2829725,-8.48960410042093e+18,27.687347,75.149727,Sikar,Rajasthan
2829737,-1.558123127140278e+18,27.219666,74.94577,Kuchaman,Rajasthan
2829742,-1.5707072583795267e+18,28.082363,73.395615,Bikaner,Rajasthan
2829750,-3.7183146539584184e+18,27.628435,73.473534,Nokha,Rajasthan
2829751,-3.735929153265916e+18,26.064322,76.385902,SawaiMadhopur,Rajasthan
2829753,-1.94843292698353e+18,26.111923,76.380424,SawaiMadhopur,Rajasthan
2829788,9.084404826844403e+18,28.493225,74.529358,Sardarshahr,Rajasthan
2829791,8.781926072908455e+18,28.023804,74.962044,Fatehpur,Rajasthan
2829796,-3.633543779962572e+18,26.773367,77.96286,Dhaulpur,Rajasthan
2829797,-5.733055376333824e+18,26.743307,77.671631,Bari,Rajasthan
2829806,1.7580307815263268e+18,28.046974,75.012062,Fatehpur,Rajasthan
2829808,-5.127987751001795e+18,26.205494,75.817619,Tonk,Rajasthan
2829828,3.782788684998725e+18,25.221024,75.860863,Kota,Rajasthan
2829830,3.9842999005693015e+18,26.529137,74.733788,Ajmer,Rajasthan
2829833,2.700791557463638e+18,25.907282,72.287605,Balotra,Rajasthan
2829837,1.392600734468235e+18,26.788589,77.049278,Hindaun,Rajasthan
2829842,2.0568774317331382e+18,26.740801,77.679466,Bari,Rajasthan
2829844,-1.1691462414929805e+18,26.789515,77.932457,Dhaulpur,Rajasthan
2829845,-7.531524823271452e+18,28.155161,75.409889,Jhunjhunun,Rajasthan
2829847,3.1221417527075384e+18,26.756737,77.087578,Hindaun,Rajasthan
2829848,-5.763995462519411e+18,23.576008,74.479767,Banswara,Rajasthan
2829866,6.184860943963487e+18,26.526932,77.09613,Karauli,Rajasthan
2829876,-4.796654108144435e+18,26.196756,74.369247,Beawar,Rajasthan
2829884,2.3051226510109176e+18,26.542818,74.694008,Ajmer,Rajasthan
2829885,2.990894943644293e+16,26.551374,77.061409,Karauli,Rajasthan
2829889,4.770304878409692e+18,27.228912,74.941216,Kuchaman,Rajasthan
2829893,-1.6800018090668772e+18,26.108624,76.391495,SawaiMadhopur,Rajasthan
2829894,6.804253914942105e+18,27.29443,73.7808,Nagaur,Rajasthan
2829899,1.1790155163709842e+18,26.743425,77.688881,Bari,Rajasthan
2829920,8.069014606388694e+18,27.01523,70.936462,Jaisalmer,Rajasthan
2829921,8.02104008583473e+18,25.513517,75.683449,Bundi,Rajasthan
2829925,1.4595658284860413e+18,26.051485,76.369164,SawaiMadhopur,Rajasthan
2829937,-3.6831516722723236e+18,25.435369,74.692284,Bhilwara,Rajasthan
2829960,1.1286862448680069e+18,23.609091,74.470108,Banswara,Rajasthan
2829961,8.383909593610858e+18,25.460047,75.692841,Bundi,Rajasthan
2829965,9.0421632977662e+18,26.336433,73.084602,Jodhpur,Rajasthan
2829972,-2.5946954188684216e+18,26.239635,75.810028,Tonk,Rajasthan
2829978,2.0281721108053327e+18,24.622686,73.751183,Udaipur,Rajasthan
2628173,3.9496271710190556e+18,27.62425,78.087166,Hathras,UttarPradesh
2628204,5.283981451081164e+18,27.482536,79.611244,Farrukhabad,UttarPradesh
2628270,-1.4232901411383565e+18,26.882027,82.288208,Ayodhya,UttarPradesh
2628376,1.6145136191515162e+18,27.218924,78.09127,Agra,UttarPradesh
2628649,6.982430790915939e+18,26.872925,82.768127,Basti,UttarPradesh
2628767,-1.6065194305795942e+18,26.106634,83.377075,Mubarakpur,UttarPradesh
2628983,-2.025079106451775e+18,28.793314,77.694,Pilkhuwa,UttarPradesh
2629007,-6.435886896439054e+18,26.840412,82.201416,Faizabad,UttarPradesh
2629033,4.152848737523886e+18,27.604671,80.759308,Sitapur,UttarPradesh
2629250,2.898265599210874e+18,28.696999,77.422005,Ghaziabad,UttarPradesh
2629498,-4.1320876341488835e+18,24.48176,83.063042,Obra,UttarPradesh
2629763,-6.118465187618715e+18,26.028107,83.612831,Mau,UttarPradesh
2629899,1.0900757542420676e+18,27.436308,80.146629,Hardoi,UttarPradesh
2630252,-7.174817548339415e+18,27.732584,80.047882,Shahabad,UttarPradesh
2630832,9.154312538047186e+18,27.504776,82.231888,Balrampur,UttarPradesh
2630916,-7.223357293286913e+18,25.25267,82.594841,Mirzapur,UttarPradesh
2631142,-3.5322956373189356e+18,27.173441,78.647461,Shikohabad,UttarPradesh
2631192,-3.800958394563677e+18,27.328604,79.05526,Mainpuri,UttarPradesh
2631433,1.5407311519572593e+18,28.360575,79.237999,Aonla,UttarPradesh
2631467,5.84419116005376e+18,25.996969,80.827042,Fatehpur,UttarPradesh
2631504,4.987467603578039e+18,28.935308,78.830421,Moradabad,UttarPradesh
2631677,4.882915395436849e+18,29.132778,77.967789,Mawana,UttarPradesh
2632060,-2.7476016581608233e+18,27.797983,80.964027,Laharpur,UttarPradesh
2632258,-1.0182258029211572e+18,25.657204,83.621666,Ghazipur,UttarPradesh
2632401,-6.300020780879131e+18,26.855152,82.776878,Basti,UttarPradesh
2632459,-8.274030247037067e+18,26.270218,82.116066,Sultanpur,UttarPradesh
2632518,-6.275317843307146e+18,27.311794,79.092674,Mainpuri,UttarPradesh
2632637,9.342235999149393e+17,24.770458,78.472107,Lalitpur,UttarPradesh
2632889,1.502461605760473e+18,26.878885,79.096474,Etawah,UttarPradesh
2633204,2.5102519453999713e+18,29.53521,78.298882,Kiratpur,UttarPradesh
2633232,8.724946949735795e+18,26.899937,81.019966,Lakhnau,UttarPradesh
2633775,2.8059301758235684e+18,25.519571,80.349922,Banda,UttarPradesh
2633988,3.3826456960016973e+18,27.44471,80.171158,Hardoi,UttarPradesh
2634231,-4.54310417068099e+18,29.395954,78.597893,Sherkot,UttarPradesh
2634305,-8.13434419125612e+18,28.853945,79.587845,Baheri,UttarPradesh
2634413,8.623064005497693e+18,26.051386,83.626938,Mau,UttarPradesh
2634920,1.8953483740290732e+18,28.654577,79.892059,Pilibhit,UttarPradesh
2634993,-4.671959988199784e+18,27.2386,78.425713,Firozabad,UttarPradesh
2635161,6.875434915866393e+18,26.604191,83.802238,Deoria,UttarPradesh
2635411,1.3648405403462019e+18,28.786732,78.309502,Hasanpur,UttarPradesh
2635570,-1.9110392508408538e+18,26.538778,80.474861,GangaGhat,UttarPradesh
2635655,1.2113662954284366e+17,28.967672,78.470268,Amroha,UttarPradesh
2635700,5.643199532808276e+18,27.523026,77.72065,Mathura,UttarPradesh
2635856,-5.206740412037943e+18,27.154125,78.64476,Shikohabad,UttarPradesh
2635938,-3.6695716953712195e+18,23.397142,72.41967,Kadi,UttarPradesh
2636562,1.6440421786031898e+18,28.671322,77.366745,Noida,UttarPradesh
2636620,2.4504781271313475e+17,26.566349,82.713516,Tanda,UttarPradesh
2636993,-2.368214634698019e+18,28.430113,77.919029,Bulandshahr,UttarPradesh
2637097,-3.5976531161943885e+18,28.326448,79.85125,Bisalpur,UttarPradesh
2637306,6.422748937918149e+18,28.290386,79.162315,Aonla,UttarPradesh
2637531,5.096306443181901e+18,29.373547,77.787766,Khatauli,UttarPradesh
2637684,-9.19085427834292e+17,26.029314,79.4645,Orai,UttarPradesh
2637802,-4.730633706864942e+17,27.282701,78.025764,Agra,UttarPradesh
2638431,4.6026293261351624e+18,27.155708,82.015686,Gonda,UttarPradesh
2638468,2.428021975894971e+18,28.968443,78.554985,Amroha,UttarPradesh
2638619,1.6735695037014282e+18,29.151587,78.289619,Chandpur,UttarPradesh
2638748,-4.545939868022859e+18,29.714668,78.359428,Najibabad,UttarPradesh
2638875,-3.8004382008829655e+18,24.263714,83.099297,Renukut,UttarPradesh
2639013,8.100706483080448e+18,26.247366,81.281044,RaeBareli,UttarPradesh
2639114,-1.7930996698966116e+18,29.317938,77.753693,Khatauli,UttarPradesh
2639245,6.532303567636847e+18,26.530781,79.520622,Auraiya,UttarPradesh
2639417,-5.215580147706549e+18,27.618216,78.13047,Hathras,UttarPradesh
2639430,-7.919683327767166e+18,25.515589,81.874283,Allahabad,UttarPradesh
2639697,-1.1421364098126844e+18,29.530636,78.506531,Nagina,UttarPradesh
2639953,9.368041855328173e+17,28.980856,78.508698,Amroha,UttarPradesh
2639970,-8.448590394900142e+18,27.574844,77.767754,Mathura,UttarPradesh
2640142,-2309179041716302.0,27.509541,80.14357,Hardoi,UttarPradesh
2640178,6.831577088424094e+18,26.10976,83.267151,Azamgarh,UttarPradesh
2640281,7.673818860250007e+18,28.350609,79.859482,Bisalpur,UttarPradesh
2640455,-4.5860775285903834e+17,27.215975,78.479942,Firozabad,UttarPradesh
2641071,8.908553874002474e+18,27.529297,81.014221,Biswan,UttarPradesh
2641331,-4.295018379857279e+18,27.851885,78.690964,Kasganj,UttarPradesh
2641385,-6.387063462683087e+18,27.743008,79.989075,Shahabad,UttarPradesh
2641417,-1.5271097991251026e+18,24.294218,83.114532,Renukut,UttarPradesh
2641515,-6.06322666809382e+18,27.288437,78.062805,Agra,UttarPradesh
2642017,9.083538247910305e+18,28.096609,79.179932,Budaun,UttarPradesh
2642548,-6.085060032723749e+18,27.629665,78.103714,Hathras,UttarPradesh
2642604,-7.875127077922396e+18,25.389881,83.16732,MughalSarai,UttarPradesh
2643486,-4.789757707898681e+18,28.981997,77.655899,Modinagar,UttarPradesh
2643653,1.1846351005437537e+18,26.504457,80.356606,Kanpur,UttarPradesh
2643878,2.8208014167809485e+18,25.631079,79.650406,Rath,UttarPradesh
2644199,2.2129821560301893e+18,28.54203,78.858826,Chandausi,UttarPradesh
2644588,5.550801677799544e+18,25.349566,83.062744,Varanasi,UttarPradesh
2644992,4.827811810706323e+18,26.939421,81.001534,Lakhnau,UttarPradesh
2645420,-9.324947585859818e+17,28.433495,78.185692,Jahangirabad,UttarPradesh
2645487,7.24596829423437e+18,25.46456,81.909134,Allahabad,UttarPradesh
2645549,8.982458170081012e+18,27.20912,81.980537,Gonda,UttarPradesh
2645765,-4.690389337535059e+18,26.014097,82.083824,Bela,UttarPradesh
2646071,4.7996523151945e+18,28.321907,79.835327,Bisalpur,UttarPradesh
2646297,-6.417937604009326e+18,28.689636,79.860649,Pilibhit,UttarPradesh
2646451,4.3109230245363886e+18,26.549189,80.380753,Kanpur,UttarPradesh
2646576,-8.57276788963618e+18,26.989187,81.272644,Nawabganj,UttarPradesh
2646947,-5.682538694650793e+18,29.474218,77.336823,Shamli,UttarPradesh
2647277,-4.0312106609389665e+18,28.61503,77.372849,Noida,UttarPradesh
2647332,1.263179179572591e+17,27.620161,78.704872,Etah,UttarPradesh
2647349,-3.1745054885782446e+18,27.205893,79.611839,Chhibramau,UttarPradesh
2647718,3.3357364163728686e+18,29.070898,77.714569,MiratCantonment,UttarPradesh
2647801,-6.233173679316269e+17,26.806635,79.051147,Etawah,UttarPradesh
2647821,-7.960777912226465e+18,28.871326,78.850487,Moradabad,UttarPradesh
2647883,-9.108098712514929e+18,27.656328,78.127312,Hathras,UttarPradesh
2647885,6.00503176754489e+18,26.773344,83.429108,Gorakhpur,UttarPradesh
2647968,-1.2147552064494405e+18,26.81776,82.246262,Ayodhya,UttarPradesh
2647981,-6.800381750101868e+18,27.692352,78.115578,Hathras,UttarPradesh
2648105,5.111587133893619e+18,28.059643,79.746964,Tilhar,UttarPradesh
2648622,-7.96140024456691e+18,28.608929,77.360878,Noida,UttarPradesh
2649151,-8.171094995883172e+18,29.225468,78.333839,Chandpur,UttarPradesh
2649366,-3.4583093494301153e+18,25.248278,82.591393,Mirzapur,UttarPradesh
2649466,1.5438101440674422e+18,28.157955,80.516449,GolaGokarannath,UttarPradesh
2649541,-4.385956744395497e+18,28.897705,78.272713,Gajraula,UttarPradesh
2649573,7.788879348738108e+18,27.130533,78.665436,Shikohabad,UttarPradesh
2649623,7.62060812131505e+18,26.512346,80.329857,KanpurCantonment,UttarPradesh
2650156,8.921681507782654e+18,24.773609,78.481865,Lalitpur,UttarPradesh
2650955,9.434306800440353e+17,25.472763,82.580276,Bhadohi,UttarPradesh
2651282,-6.326136752994237e+18,30.036982,77.574898,Saharanpur,UttarPradesh
2651507,-5.141263655174207e+18,27.239565,78.41011,Firozabad,UttarPradesh
2651863,7.7944346233729e+18,28.029873,79.773071,Tilhar,UttarPradesh
2651941,-4.2612927749109596e+18,28.798672,78.294731,Hasanpur,UttarPradesh
2652146,-1.8425581486968604e+18,28.904896,78.79187,Moradabad,UttarPradesh
2652879,-8.667016800654404e+18,27.231319,78.306267,Tundla,UttarPradesh
2652939,7.106533894475018e+18,25.957159,82.027443,Bela,UttarPradesh
2653059,2.7523892027469e+18,27.8911,79.983994,Shahjahanpur,UttarPradesh
2653087,-8.087282213429484e+18,25.335028,83.038162,Varanasi,UttarPradesh
2653574,7.776448064819589e+17,28.404625,79.44072,Bareli,UttarPradesh
2653636,6.342919144265651e+18,28.013605,79.79789,Tilhar,UttarPradesh
2653667,-4.0464336383941555e+18,28.754686,77.853622,Hapur,UttarPradesh
2653694,4.2698106405388576e+17,25.60034,83.653145,Ghazipur,UttarPradesh
2653901,-5.532659955230938e+18,27.148239,78.678741,Shikohabad,UttarPradesh
2654238,-9.1067966550641e+18,26.898436,82.759552,Basti,UttarPradesh
2654263,-6.813884772104452e+17,27.025717,81.245842,Nawabganj,UttarPradesh
2654333,8.716388920442827e+18,27.863539,77.457069,KosiKalan,UttarPradesh
2654338,-5.672760920067159e+18,28.503069,78.806122,Chandausi,UttarPradesh
2654531,-5.993333367787908e+17,29.198586,77.92485,Mawana,UttarPradesh
2654798,-5.338054950128209e+18,28.865522,79.56398,Baheri,UttarPradesh
2654818,-2.8971615528180603e+18,28.856333,79.530083,Baheri,UttarPradesh
2654952,-5.081353872768689e+18,28.315256,77.868759,Khurja,UttarPradesh
2655169,8.516412063171998e+18,28.747099,77.855164,Hapur,UttarPradesh
2655474,-3.552143437302018e+18,30.03833,77.626305,Saharanpur,UttarPradesh
2656053,7.390486434839235e+18,28.619785,78.626648,Sambhal,UttarPradesh
2656193,-2.06399228258891e+18,25.314651,83.191948,MughalSarai,UttarPradesh
2656220,7.377003316857654e+18,26.023058,79.506317,Orai,UttarPradesh
2656260,4.046814153825825e+18,27.650705,80.786987,Sitapur,UttarPradesh
2656301,1.0463824571703197e+18,27.766888,80.989059,Laharpur,UttarPradesh
2657019,-7.324284176025143e+18,29.419807,78.609962,Sherkot,UttarPradesh
2657329,3.3720634738484644e+18,26.810358,82.816368,Basti,UttarPradesh
2657379,4.539754698359392e+18,26.00724,82.059883,Bela,UttarPradesh
2657555,-5.017627311114847e+18,26.897804,80.963463,Lakhnau,UttarPradesh
2657881,5.849468124633108e+18,26.529221,79.528053,Auraiya,UttarPradesh
2657936,1.946807404560673e+18,28.007812,79.799622,Tilhar,UttarPradesh
2657954,2.8913894074533135e+18,27.873735,78.706703,Kasganj,UttarPradesh
2658148,-8.285706701773914e+18,29.448528,78.611473,Sherkot,UttarPradesh
2658203,5.847660282340563e+18,27.184801,78.447029,Firozabad,UttarPradesh
2658361,-7.828461974035071e+18,25.401159,83.026917,Varanasi,UttarPradesh
2658509,4.121916042077363e+18,28.038372,80.790977,Lakhimpur,UttarPradesh
2658681,7.0239509144840264e+16,26.582176,80.540123,Unnao,UttarPradesh
2658768,9.29830818961663e+17,29.811449,77.344795,Gangoh,UttarPradesh
2658831,2.2232285753199585e+18,29.519716,77.385124,Shamli,UttarPradesh
2659006,-3.280096264192107e+18,27.584812,80.770065,Sitapur,UttarPradesh
2659295,5.796351715841725e+18,29.587238,78.273979,Kiratpur,UttarPradesh
2659392,8.643032208381394e+17,28.671864,79.86837,Pilibhit,UttarPradesh
2659808,-2.00192601670267e+17,26.853287,83.438606,Gorakhpur,UttarPradesh
2660217,-5.971273325642142e+18,26.834362,82.247978,Ayodhya,UttarPradesh
2660248,5.3166242614911e+18,25.458435,82.645554,Bhadohi,UttarPradesh
2660267,5.162010710590021e+18,28.456882,77.742035,Sikandarabad,UttarPradesh
2660270,-1.0020796243475342e+18,28.178738,80.552368,GolaGokarannath,UttarPradesh
2660285,-9.196164419221264e+18,28.774372,77.362381,Loni,UttarPradesh
2660378,-6.718395016940391e+18,27.664722,80.766235,Sitapur,UttarPradesh
2660845,-7.020504776105139e+18,27.504646,82.210396,Balrampur,UttarPradesh
2660846,-8.072510140230872e+18,27.611013,81.665131,Bahraich,UttarPradesh
2660855,-5.165835575948957e+18,28.782251,77.788597,Hapur,UttarPradesh
2661114,9.027464275502199e+17,27.282471,78.322906,Tundla,UttarPradesh
2661125,-8.172584624812263e+18,27.454588,82.275024,Balrampur,UttarPradesh
2661158,2.0647109282997494e+18,28.939804,78.251076,Gajraula,UttarPradesh
2661249,-4.346116053178924e+18,27.93462,78.14563,Aligarh,UttarPradesh
2661824,7.948547970494047e+18,26.339916,82.119576,Sultanpur,UttarPradesh
2661974,3.5629540032382285e+18,28.339314,79.170113,Aonla,UttarPradesh
2662047,7.928898730935933e+18,27.147608,78.601562,Shikohabad,UttarPradesh
2662086,-3.997750211028389e+17,24.719603,78.468269,Lalitpur,UttarPradesh
2662370,6.415369944011801e+18,26.544867,80.400253,Kanpur,UttarPradesh
2662406,3.2325232804190193e+18,28.044943,80.837875,Lakhimpur,UttarPradesh
2662562,3.9395041534802826e+18,27.997873,79.781189,Tilhar,UttarPradesh
2662588,-4.804032008560059e+18,29.174734,77.300697,Baraut,UttarPradesh
2663106,5.149939248656822e+18,27.506481,80.151306,Hardoi,UttarPradesh
2663331,2.0557875471304548e+18,27.423796,79.640457,Farrukhabad,UttarPradesh
2663846,8.75825431237697e+18,27.217764,78.063461,Agra,UttarPradesh
2663864,-9.193165817298558e+18,26.150335,83.229271,Azamgarh,UttarPradesh
2664093,7.556421568222178e+18,28.655487,77.568382,Dadri,UttarPradesh
2664197,-3.8276903583223997e+18,28.283314,77.893456,Khurja,UttarPradesh
2664248,-5.042010361357943e+18,26.925264,80.986481,Lakhnau,UttarPradesh
2664376,6.216745289119666e+18,28.802372,77.536674,Muradnagar,UttarPradesh
2664899,-2.311937129886437e+18,28.617493,77.395981,Noida,UttarPradesh
2665026,-1.931039605436178e+18,26.557602,79.511833,Auraiya,UttarPradesh
2665626,-7.532703482662561e+18,28.336565,79.212288,Aonla,UttarPradesh
2665723,-1.7301125842227784e+18,28.486441,77.718323,Sikandarabad,UttarPradesh
2665847,8.76080528876653e+18,28.96666,77.683975,Modinagar,UttarPradesh
2665999,8.146078322163101e+18,29.443901,77.220482,Kairana,UttarPradesh
2666237,8.589572747692536e+18,25.612095,83.678177,Ghazipur,UttarPradesh
2666282,7.228416678184542e+18,27.650976,77.71814,Vrindavan,UttarPradesh
2666293,4.578386262158995e+18,23.368422,72.389008,Kadi,UttarPradesh
2666604,5.253905253014502e+18,28.291471,79.603241,Faridpur,UttarPradesh
2666935,-4.976088941354243e+18,28.084612,79.094589,Ujhani,UttarPradesh
2667009,-2.1469216525814717e+18,27.297607,78.299324,Tundla,UttarPradesh
2667456,-2.310805982335122e+18,26.586475,82.707901,Tanda,UttarPradesh
2667744,-8.254739494480883e+17,29.411224,78.628006,Sherkot,UttarPradesh
2667886,2.8390725022692014e+18,29.476585,78.500679,Nagina,UttarPradesh
2667897,-2.77099610474866e+18,27.58119,80.740891,Sitapur,UttarPradesh
2668329,-6.424096942169957e+18,28.360136,79.242142,Aonla,UttarPradesh
2668395,6.417769386232666e+18,26.640558,82.678284,Tanda,UttarPradesh
2668469,-3.8797306994831493e+18,26.887756,81.013084,Lakhnau,UttarPradesh
2668881,-7.739646259962931e+18,28.392509,79.501282,Bareli,UttarPradesh
2668992,2.904039500720154e+17,25.231461,80.899033,ChitrakutDham,UttarPradesh
2669175,1.3627617052681957e+17,27.152853,81.984299,Gonda,UttarPradesh
2669239,6.950299253020106e+18,25.818739,84.208229,Ballia,UttarPradesh
2669415,-7.380748928353521e+18,29.140646,77.28788,Baraut,UttarPradesh
2669446,-7.708167791267413e+18,26.3204,81.265266,RaeBareli,UttarPradesh
2669551,-8.483567177229751e+18,29.02935,77.771797,Mirat,UttarPradesh
2669567,-3.8973697052143514e+18,28.312477,79.607399,Faridpur,UttarPradesh
2669583,-3.786202250979688e+18,28.043423,79.047684,Ujhani,UttarPradesh
2669721,6.965191193207512e+17,25.414074,83.086243,Varanasi,UttarPradesh
2670039,-1.4078956439294505e+18,24.760546,78.488869,Lalitpur,UttarPradesh
2670063,2.7190567352573056e+18,28.520313,78.790962,Chandausi,UttarPradesh
2670239,3.708041075773748e+18,28.489643,78.840263,Chandausi,UttarPradesh
2670344,-3.336129582361007e+18,27.563614,77.732536,Mathura,UttarPradesh
2670413,-8.808539566779953e+18,27.171728,78.616638,Shikohabad,UttarPradesh
2670557,-1.9075576671667487e+18,28.353193,79.200035,Aonla,UttarPradesh
2670586,-2.4885184730528773e+18,29.092636,77.691971,MiratCantonment,UttarPradesh
2670704,3.9682412574458685e+18,28.828245,77.822174,Hapur,UttarPradesh
2670780,-8.474540434279634e+18,26.817116,82.756042,Basti,UttarPradesh
2670883,4.470298353500233e+18,28.940639,78.488007,Amroha,UttarPradesh
2671611,4.317411975662792e+18,26.502995,79.511505,Auraiya,UttarPradesh
2671809,-2.7526227690382956e+18,27.211622,81.970398,Gonda,UttarPradesh
2671836,6.562827795305138e+18,29.869181,77.264671,Gangoh,UttarPradesh
2671968,3.1212774454183327e+18,27.655296,78.676956,Etah,UttarPradesh
2672116,6.142603667807754e+18,25.848787,84.217049,Ballia,UttarPradesh
2672436,-5.104856548201159e+18,26.814589,82.245308,Ayodhya,UttarPradesh
2672520,-3.5419646386888207e+18,28.247787,79.578598,Faridpur,UttarPradesh
2672579,-1.2430584981450542e+18,26.305058,81.270531,RaeBareli,UttarPradesh
2672662,-7.920308869151451e+18,25.276369,80.901192,ChitrakutDham,UttarPradesh
